Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.malisis.doors.door.block.Door
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,net.minecraft.block.BlockIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.malisis.doors.door.block.TrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,net.minecraft.block.BlockPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.malisis.doors.door.block.FenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,chylex.hee.block.BlockDragonEggCustom
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,net.minecraft.block.BlockOre
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
AWWayofTime:Altar,165,true,null,WayofTime.alchemicalWizardry.common.block.BlockAltar
AWWayofTime:AlchemicalWizardrybloodRune,166,true,null,WayofTime.alchemicalWizardry.common.block.BloodRune
AWWayofTime:lifeEssence,167,true,null,WayofTime.alchemicalWizardry.common.block.LifeEssenceBlock
AWWayofTime:speedRune,168,true,null,WayofTime.alchemicalWizardry.common.block.SpeedRune
AWWayofTime:efficiencyRune,169,true,null,WayofTime.alchemicalWizardry.common.block.EfficiencyRune
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
AWWayofTime:runeOfSacrifice,176,true,null,WayofTime.alchemicalWizardry.common.block.RuneOfSacrifice
AWWayofTime:runeOfSelfSacrifice,177,true,null,WayofTime.alchemicalWizardry.common.block.RuneOfSelfSacrifice
AWWayofTime:ritualStone,178,true,null,WayofTime.alchemicalWizardry.common.block.RitualStone
AWWayofTime:masterStone,179,true,null,WayofTime.alchemicalWizardry.common.block.BlockMasterStone
AWWayofTime:bloodSocket,180,true,null,WayofTime.alchemicalWizardry.common.block.BlockSocket
AWWayofTime:imperfectRitualStone,181,true,null,WayofTime.alchemicalWizardry.common.block.ImperfectRitualStone
AWWayofTime:armourForge,182,true,null,WayofTime.alchemicalWizardry.common.block.ArmourForge
AWWayofTime:emptySocket,183,true,null,WayofTime.alchemicalWizardry.common.block.EmptySocket
AWWayofTime:bloodStoneBrick,184,true,null,WayofTime.alchemicalWizardry.common.block.BloodStoneBrick
AWWayofTime:largeBloodStoneBrick,185,true,null,WayofTime.alchemicalWizardry.common.block.LargeBloodStoneBrick
AWWayofTime:blockWritingTable,186,true,null,WayofTime.alchemicalWizardry.common.block.BlockWritingTable
AWWayofTime:blockHomHeart,187,true,null,WayofTime.alchemicalWizardry.common.block.BlockHomHeart
AWWayofTime:blockPedestal,188,true,null,WayofTime.alchemicalWizardry.common.block.BlockPedestal
AWWayofTime:blockPlinth,189,true,null,WayofTime.alchemicalWizardry.common.block.BlockPlinth
AWWayofTime:blockTeleposer,190,true,null,WayofTime.alchemicalWizardry.common.block.BlockTeleposer
AWWayofTime:spectralBlock,191,true,null,WayofTime.alchemicalWizardry.common.block.SpectralBlock
AWWayofTime:bloodLight,192,true,null,WayofTime.alchemicalWizardry.common.block.BlockBloodLightSource
AWWayofTime:blockConduit,193,true,null,WayofTime.alchemicalWizardry.common.block.BlockConduit
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm,194,true,null,WayofTime.alchemicalWizardry.common.block.BlockSpellParadigm
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement,195,true,null,WayofTime.alchemicalWizardry.common.block.BlockSpellEnhancement
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier,196,true,null,WayofTime.alchemicalWizardry.common.block.BlockSpellModifier
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect,197,true,null,WayofTime.alchemicalWizardry.common.block.BlockSpellEffect
AWWayofTime:spectralContainer,198,true,null,WayofTime.alchemicalWizardry.common.block.BlockSpectralContainer
AWWayofTime:demonPortalMain,199,true,null,WayofTime.alchemicalWizardry.common.block.BlockDemonPortal
AWWayofTime:blockSchemSaver,200,true,null,WayofTime.alchemicalWizardry.common.block.BlockSchematicSaver
AWWayofTime:blockReagentConduit,201,true,null,WayofTime.alchemicalWizardry.common.block.BlockReagentConduit
AWWayofTime:blockAlchemicCalcinator,202,true,null,WayofTime.alchemicalWizardry.common.block.BlockAlchemicCalcinator
AWWayofTime:blockCrystalBelljar,203,true,null,WayofTime.alchemicalWizardry.common.block.BlockBelljar
AWWayofTime:blockDemonChest,204,true,null,WayofTime.alchemicalWizardry.common.demonVillage.tileEntity.BlockDemonChest
AWWayofTime:blockCrystal,205,true,null,WayofTime.alchemicalWizardry.common.block.BlockCrystal
AWWayofTime:blockMimic,206,true,null,WayofTime.alchemicalWizardry.common.block.MimicBlock
Thaumcraft:blockFluxGoo,207,true,null,thaumcraft.common.blocks.BlockFluxGoo
Thaumcraft:blockFluxGas,208,true,null,thaumcraft.common.blocks.BlockFluxGas
Thaumcraft:blockFluidPure,209,true,null,thaumcraft.common.blocks.BlockFluidPure
Thaumcraft:blockFluidDeath,210,true,null,thaumcraft.common.blocks.BlockFluidDeath
Thaumcraft:blockCustomOre,211,true,null,thaumcraft.common.blocks.BlockCustomOre
Thaumcraft:blockMagicalLog,212,true,null,thaumcraft.common.blocks.BlockMagicalLog
Thaumcraft:blockMagicalLeaves,213,true,null,thaumcraft.common.blocks.BlockMagicalLeaves
Thaumcraft:blockCustomPlant,214,true,null,thaumcraft.common.blocks.BlockCustomPlant
Thaumcraft:blockTaint,215,true,null,thaumcraft.common.blocks.BlockTaint
Thaumcraft:blockTaintFibres,216,true,null,thaumcraft.common.blocks.BlockTaintFibres
Thaumcraft:blockCosmeticOpaque,217,true,null,thaumcraft.common.blocks.BlockCosmeticOpaque
Thaumcraft:blockCosmeticSolid,218,true,null,thaumcraft.common.blocks.BlockCosmeticSolid
Thaumcraft:blockCrystal,219,true,null,thaumcraft.common.blocks.BlockCrystal
Thaumcraft:blockTube,220,true,null,thaumcraft.common.blocks.BlockTube
Thaumcraft:blockMetalDevice,221,true,null,thaumcraft.common.blocks.BlockMetalDevice
Thaumcraft:blockWoodenDevice,222,true,null,thaumcraft.common.blocks.BlockWoodenDevice
Thaumcraft:blockStoneDevice,223,true,null,thaumcraft.common.blocks.BlockStoneDevice
Thaumcraft:blockMirror,224,true,null,thaumcraft.common.blocks.BlockMirror
Thaumcraft:blockTable,225,true,null,thaumcraft.common.blocks.BlockTable
Thaumcraft:blockChestHungry,226,true,null,thaumcraft.common.blocks.BlockChestHungry
Thaumcraft:blockArcaneDoor,227,true,null,thaumcraft.common.blocks.BlockArcaneDoor
Thaumcraft:blockLifter,228,true,null,thaumcraft.common.blocks.BlockLifter
Thaumcraft:blockMagicBox,229,true,null,thaumcraft.common.blocks.BlockMagicBox
Thaumcraft:blockAlchemyFurnace,230,true,null,thaumcraft.common.blocks.BlockAlchemyFurnace
Thaumcraft:blockJar,231,true,null,thaumcraft.common.blocks.BlockJar
Thaumcraft:blockCandle,232,true,null,thaumcraft.common.blocks.BlockCandle
Thaumcraft:blockEldritch,233,true,null,thaumcraft.common.blocks.BlockEldritch
Thaumcraft:blockAiry,234,true,null,thaumcraft.common.blocks.BlockAiry
Thaumcraft:blockManaPod,235,true,null,thaumcraft.common.blocks.BlockManaPod
Thaumcraft:blockArcaneFurnace,236,true,null,thaumcraft.common.blocks.BlockArcaneFurnace
Thaumcraft:blockWarded,237,true,null,thaumcraft.common.blocks.BlockWarded
Thaumcraft:blockHole,238,true,null,thaumcraft.common.blocks.BlockHole
Thaumcraft:blockPortalEldritch,239,true,null,thaumcraft.common.blocks.BlockEldritchPortal
Thaumcraft:blockEssentiaReservoir,240,true,null,thaumcraft.common.blocks.BlockEssentiaReservoir
Thaumcraft:blockEldritchNothing,241,true,null,thaumcraft.common.blocks.BlockEldritchNothing
Thaumcraft:blockStairsArcaneStone,242,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsGreatwood,243,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsSilverwood,244,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockStairsEldritch,245,true,null,thaumcraft.common.blocks.BlockCosmeticStairs
Thaumcraft:blockCosmeticSlabWood,246,true,null,thaumcraft.common.blocks.BlockCosmeticWoodSlab
Thaumcraft:blockCosmeticSlabStone,247,true,null,thaumcraft.common.blocks.BlockCosmeticStoneSlab
Thaumcraft:blockCosmeticDoubleSlabWood,248,true,null,thaumcraft.common.blocks.BlockCosmeticWoodSlab
Thaumcraft:blockCosmeticDoubleSlabStone,249,true,null,thaumcraft.common.blocks.BlockCosmeticStoneSlab
Thaumcraft:blockLootUrn,250,true,null,thaumcraft.common.blocks.BlockLoot
Thaumcraft:blockLootCrate,251,true,null,thaumcraft.common.blocks.BlockLoot
Botania:flower,252,true,null,vazkii.botania.common.block.BlockModFlower
Botania:altar,253,true,null,vazkii.botania.common.block.BlockAltar
Botania:livingrock,254,true,null,vazkii.botania.common.block.BlockLivingrock
Botania:livingwood,255,true,null,vazkii.botania.common.block.BlockLivingwood
Botania:specialFlower,409,true,null,vazkii.botania.common.block.BlockSpecialFlower
Botania:spreader,410,true,null,vazkii.botania.common.block.mana.BlockSpreader
Botania:pool,411,true,null,vazkii.botania.common.block.mana.BlockPool
Botania:runeAltar,412,true,null,vazkii.botania.common.block.mana.BlockRuneAltar
Botania:unstableBlock,413,true,null,vazkii.botania.common.block.decor.BlockUnstable
Botania:pylon,414,true,null,vazkii.botania.common.block.BlockPylon
Botania:pistonRelay,415,true,null,vazkii.botania.common.block.BlockPistonRelay
Botania:distributor,416,true,null,vazkii.botania.common.block.mana.BlockDistributor
Botania:manaBeacon,423,true,null,vazkii.botania.common.block.decor.BlockManaBeacon
Botania:manaVoid,424,true,null,vazkii.botania.common.block.mana.BlockManaVoid
Botania:manaDetector,425,true,null,vazkii.botania.common.block.mana.BlockManaDetector
Botania:enchanter,426,true,null,vazkii.botania.common.block.mana.BlockEnchanter
Botania:turntable,427,true,null,vazkii.botania.common.block.mana.BlockTurntable
Botania:tinyPlanetBlock,428,true,null,vazkii.botania.common.block.BlockTinyPlanet
Botania:alchemyCatalyst,429,true,null,vazkii.botania.common.block.mana.BlockAlchemyCatalyst
Botania:openCrate,430,true,null,vazkii.botania.common.block.BlockOpenCrate
Botania:forestEye,431,true,null,vazkii.botania.common.block.BlockForestEye
Botania:storage,432,true,null,vazkii.botania.common.block.BlockStorage
Botania:forestDrum,433,true,null,vazkii.botania.common.block.mana.BlockForestDrum
Botania:shinyFlower,434,true,null,vazkii.botania.common.block.decor.BlockShinyFlower
Botania:platform,435,true,null,vazkii.botania.common.block.BlockPlatform
Botania:alfheimPortal,436,true,null,vazkii.botania.common.block.BlockAlfPortal
Botania:dreamwood,437,true,null,vazkii.botania.common.block.BlockDreamwood
Botania:conjurationCatalyst,438,true,null,vazkii.botania.common.block.mana.BlockConjurationCatalyst
Botania:bifrost,439,true,null,vazkii.botania.common.block.BlockBifrost
Botania:solidVine,440,true,null,vazkii.botania.common.block.BlockSolidVines
Botania:buriedPetals,441,true,null,vazkii.botania.common.block.decor.BlockBuriedPetals
Botania:prismarine,442,true,null,vazkii.botania.common.block.decor.BlockPrismarine
Botania:seaLamp,443,true,null,vazkii.botania.common.block.decor.BlockSeaLamp
Botania:miniIsland,444,true,null,vazkii.botania.common.block.decor.BlockFloatingFlower
Botania:tinyPotato,445,true,null,vazkii.botania.common.block.decor.BlockTinyPotato
Botania:spawnerClaw,446,true,null,vazkii.botania.common.block.mana.BlockSpawnerClaw
Botania:reedBlock,447,true,null,vazkii.botania.common.block.decor.BlockReeds
Botania:thatch,448,true,null,vazkii.botania.common.block.decor.BlockThatch
Botania:customBrick,449,true,null,vazkii.botania.common.block.decor.BlockCustomBrick
Botania:enderEyeBlock,450,true,null,vazkii.botania.common.block.BlockEnderEye
Botania:starfield,451,true,null,vazkii.botania.common.block.decor.BlockStarfield
Botania:rfGenerator,452,true,null,vazkii.botania.common.block.mana.BlockRFGenerator
Botania:elfGlass,453,true,null,vazkii.botania.common.block.decor.BlockElfGlass
Botania:brewery,454,true,null,vazkii.botania.common.block.mana.BlockBrewery
Botania:manaGlass,455,true,null,vazkii.botania.common.block.decor.BlockManaGlass
Botania:terraPlate,456,true,null,vazkii.botania.common.block.mana.BlockTerraPlate
Botania:redStringContainer,457,true,null,vazkii.botania.common.block.string.BlockRedStringContainer
Botania:redStringDispenser,458,true,null,vazkii.botania.common.block.string.BlockRedStringDispenser
Botania:redStringFertilizer,459,true,null,vazkii.botania.common.block.string.BlockRedStringFertilizer
Botania:redStringComparator,460,true,null,vazkii.botania.common.block.string.BlockRedStringComparator
Botania:redStringRelay,461,true,null,vazkii.botania.common.block.string.BlockRedStringRelay
Botania:floatingSpecialFlower,462,true,null,vazkii.botania.common.block.BlockFloatingSpecialFlower
Botania:manaFlame,463,true,null,vazkii.botania.common.block.decor.BlockManaFlame
Botania:prism,464,true,null,vazkii.botania.common.block.mana.BlockPrism
Botania:dirtPath,465,true,null,vazkii.botania.common.block.decor.BlockDirtPath
Botania:enchantedSoil,466,true,null,vazkii.botania.common.block.BlockEnchantedSoil
Botania:petalBlock,467,true,null,vazkii.botania.common.block.decor.BlockPetalBlock
Botania:corporeaIndex,468,true,null,vazkii.botania.common.block.corporea.BlockCorporeaIndex
Botania:corporeaFunnel,469,true,null,vazkii.botania.common.block.corporea.BlockCorporeaFunnel
Botania:endStoneBrick,470,true,null,vazkii.botania.common.block.decor.BlockEndStoneBrick
Botania:mushroom,471,true,null,vazkii.botania.common.block.decor.BlockModMushroom
Botania:livingwood0Stairs,472,true,null,vazkii.botania.common.block.decor.stairs.living.BlockLivingwoodStairs
Botania:livingwood1Stairs,473,true,null,vazkii.botania.common.block.decor.stairs.living.BlockLivingwoodPlankStairs
Botania:livingrock0Stairs,474,true,null,vazkii.botania.common.block.decor.stairs.living.BlockLivingrockStairs
Botania:livingrock1Stairs,475,true,null,vazkii.botania.common.block.decor.stairs.living.BlockLivingrockBrickStairs
Botania:dreamwood0Stairs,476,true,null,vazkii.botania.common.block.decor.stairs.living.BlockDreamwoodStairs
Botania:dreamwood1Stairs,477,true,null,vazkii.botania.common.block.decor.stairs.living.BlockDreamwoodPlankStairs
Botania:reedBlock0Stairs,478,true,null,vazkii.botania.common.block.decor.stairs.BlockReedStairs
Botania:thatch0Stairs,479,true,null,vazkii.botania.common.block.decor.stairs.BlockThatchStairs
Botania:prismarine0Stairs,480,true,null,vazkii.botania.common.block.decor.stairs.prismarine.BlockPrismarineStairs
Botania:prismarine1Stairs,481,true,null,vazkii.botania.common.block.decor.stairs.prismarine.BlockPrismarineBrickStairs
Botania:prismarine2Stairs,482,true,null,vazkii.botania.common.block.decor.stairs.prismarine.BlockDarkPrismarineStairs
Botania:customBrick0Stairs,483,true,null,vazkii.botania.common.block.decor.stairs.bricks.BlockCustomBrickStairs
Botania:customBrick1Stairs,484,true,null,vazkii.botania.common.block.decor.stairs.bricks.BlockSoulBrickStairs
Botania:customBrick2Stairs,485,true,null,vazkii.botania.common.block.decor.stairs.bricks.BlockSnowBrickStairs
Botania:customBrick3Stairs,486,true,null,vazkii.botania.common.block.decor.stairs.bricks.BlockTileStairs
Botania:biomeStoneA,487,true,null,vazkii.botania.common.block.decor.biomestone.BlockBiomeStoneA
Botania:biomeStoneB,488,true,null,vazkii.botania.common.block.decor.biomestone.BlockBiomeStoneB
Botania:quartzTypeDark,489,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartz
Botania:quartzStairsDark,490,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzStairs
Botania:quartzTypeMana,491,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartz
Botania:quartzStairsMana,492,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzStairs
Botania:quartzTypeBlaze,493,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartz
Botania:quartzStairsBlaze,494,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzStairs
Botania:quartzTypeLavender,495,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartz
Botania:quartzStairsLavender,496,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzStairs
Botania:quartzTypeRed,497,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartz
Botania:quartzStairsRed,498,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzStairs
Botania:quartzTypeElf,499,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartz
Botania:quartzStairsElf,500,true,null,vazkii.botania.common.block.decor.quartz.BlockSpecialQuartzStairs
Botania:biomeStoneA0Stairs,501,true,null,vazkii.botania.common.block.decor.stairs.BlockBiomeStoneStairs
Botania:biomeStoneA1Stairs,502,true,null,vazkii.botania.common.block.decor.stairs.BlockBiomeStoneStairs
Botania:biomeStoneA2Stairs,503,true,null,vazkii.botania.common.block.decor.stairs.BlockBiomeStoneStairs
