Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,powercrystals.minefactoryreloaded.block.decor.BlockVanillaIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,powercrystals.minefactoryreloaded.block.decor.BlockVanillaGlassPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,chylex.hee.block.BlockDragonEggCustom
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,null
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
appliedenergistics2:tile.BlockCableBus,165,true,null,appeng.block.networking.BlockCableBus
appliedenergistics2:tile.BlockCraftingUnit,166,true,null,appeng.block.crafting.BlockCraftingUnit
appliedenergistics2:tile.BlockCraftingMonitor,167,true,null,appeng.block.crafting.BlockCraftingMonitor
appliedenergistics2:tile.BlockCraftingStorage,168,true,null,appeng.block.crafting.BlockCraftingStorage
appliedenergistics2:tile.BlockMolecularAssembler,169,true,null,appeng.block.crafting.BlockMolecularAssembler
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
appliedenergistics2:tile.OreQuartz,176,true,null,appeng.block.solids.OreQuartz
appliedenergistics2:tile.OreQuartzCharged,177,true,null,appeng.block.solids.OreQuartzCharged
appliedenergistics2:tile.BlockMatrixFrame,178,true,null,appeng.block.spatial.BlockMatrixFrame
appliedenergistics2:tile.BlockQuartz,179,true,null,appeng.block.solids.BlockQuartz
appliedenergistics2:tile.BlockFluix,180,true,null,appeng.block.solids.BlockFluix
appliedenergistics2:tile.BlockSkyStone,181,true,null,appeng.block.solids.BlockSkyStone
appliedenergistics2:tile.BlockSkyChest,182,true,null,appeng.block.storage.BlockSkyChest
appliedenergistics2:tile.BlockSkyCompass,183,true,null,appeng.block.misc.BlockSkyCompass
appliedenergistics2:tile.BlockQuartzGlass,184,true,null,appeng.block.solids.BlockQuartzGlass
appliedenergistics2:tile.BlockQuartzLamp,185,true,null,appeng.block.solids.BlockQuartzLamp
appliedenergistics2:tile.BlockQuartzPillar,186,true,null,appeng.block.solids.BlockQuartzPillar
appliedenergistics2:tile.BlockQuartzChiseled,187,true,null,appeng.block.solids.BlockQuartzChiseled
appliedenergistics2:tile.BlockQuartzTorch,188,true,null,appeng.block.misc.BlockQuartzTorch
appliedenergistics2:tile.BlockLightDetector,189,true,null,appeng.block.misc.BlockLightDetector
appliedenergistics2:tile.BlockCharger,190,true,null,appeng.block.misc.BlockCharger
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,191,true,null,appeng.block.misc.BlockQuartzGrowthAccelerator
appliedenergistics2:tile.BlockGrinder,192,true,null,appeng.block.grindstone.BlockGrinder
appliedenergistics2:tile.BlockCrank,193,true,null,appeng.block.grindstone.BlockCrank
appliedenergistics2:tile.BlockInscriber,194,true,null,appeng.block.misc.BlockInscriber
appliedenergistics2:tile.BlockWireless,195,true,null,appeng.block.networking.BlockWireless
appliedenergistics2:tile.BlockTinyTNT,196,true,null,appeng.block.misc.BlockTinyTNT
appliedenergistics2:tile.BlockQuantumRing,197,true,null,appeng.block.qnb.BlockQuantumRing
appliedenergistics2:tile.BlockQuantumLinkChamber,198,true,null,appeng.block.qnb.BlockQuantumLinkChamber
appliedenergistics2:tile.BlockSpatialPylon,199,true,null,appeng.block.spatial.BlockSpatialPylon
appliedenergistics2:tile.BlockSpatialIOPort,200,true,null,appeng.block.spatial.BlockSpatialIOPort
appliedenergistics2:tile.BlockController,201,true,null,appeng.block.networking.BlockController
appliedenergistics2:tile.BlockDrive,202,true,null,appeng.block.storage.BlockDrive
appliedenergistics2:tile.BlockChest,203,true,null,appeng.block.storage.BlockChest
appliedenergistics2:tile.BlockInterface,204,true,null,appeng.block.misc.BlockInterface
appliedenergistics2:tile.BlockCellWorkbench,205,true,null,appeng.block.misc.BlockCellWorkbench
appliedenergistics2:tile.BlockIOPort,206,true,null,appeng.block.storage.BlockIOPort
appliedenergistics2:tile.BlockCondenser,207,true,null,appeng.block.misc.BlockCondenser
appliedenergistics2:tile.BlockEnergyAcceptor,208,true,null,appeng.block.networking.BlockEnergyAcceptor
appliedenergistics2:tile.BlockVibrationChamber,209,true,null,appeng.block.misc.BlockVibrationChamber
appliedenergistics2:tile.BlockEnergyCell,210,true,null,appeng.block.networking.BlockEnergyCell
appliedenergistics2:tile.BlockDenseEnergyCell,211,true,null,appeng.block.networking.BlockDenseEnergyCell
appliedenergistics2:tile.BlockCreativeEnergyCell,212,true,null,appeng.block.networking.BlockCreativeEnergyCell
appliedenergistics2:tile.BlockSecurity,213,true,null,appeng.block.misc.BlockSecurity
appliedenergistics2:tile.BlockPaint,214,true,null,appeng.block.misc.BlockPaint
ArchimedesShips:marker,216,true,null,ckathode.archimedes.blockitem.BlockHelm
ArchimedesShips:floater,217,true,null,ckathode.archimedes.blockitem.BlockAS
ArchimedesShips:balloon,218,true,null,net.minecraft.block.BlockColored
ArchimedesShips:gauge,219,true,null,ckathode.archimedes.blockitem.BlockGauge
ArchimedesShips:seat,220,true,null,ckathode.archimedes.blockitem.BlockSeat
ArchimedesShips:buffer,221,true,null,ckathode.archimedes.blockitem.BlockAS
ArchimedesShips:engine,222,true,null,ckathode.archimedes.blockitem.BlockEngine
ArchimedesShips:crate_wood,223,true,null,ckathode.archimedes.blockitem.BlockCrate
BiblioCraft:BiblioSwordPedestal,224,true,null,jds.bibliocraft.blocks.BlockSwordPedestal
BiblioCraft:BiblioFancySign,225,true,null,jds.bibliocraft.blocks.BlockFancySign
BiblioCraft:BiblioWorkbench,226,true,null,jds.bibliocraft.blocks.BlockFancyWorkbench
BiblioCraft:BiblioBell,227,true,null,jds.bibliocraft.blocks.BlockBell
BiblioCraft:Bibliotheca,228,true,null,jds.bibliocraft.blocks.BlockBookcase
BiblioCraft:BiblioPotionShelf,229,true,null,jds.bibliocraft.blocks.BlockPotionShelf
BiblioCraft:BiblioShelf,230,true,null,jds.bibliocraft.blocks.BlockGenericShelf
BiblioCraft:BiblioRack,231,true,null,jds.bibliocraft.blocks.BlockWeaponRack
BiblioCraft:BiblioCase,232,true,null,jds.bibliocraft.blocks.BlockWeaponCase
BiblioCraft:BiblioLabel,233,true,null,jds.bibliocraft.blocks.BlockLabel
BiblioCraft:BiblioDesk,234,true,null,jds.bibliocraft.blocks.BlockWritingDesk
BiblioCraft:BiblioTable,235,true,null,jds.bibliocraft.blocks.BlockTable
BiblioCraft:Armor Stand,236,true,null,jds.bibliocraft.blocks.BlockArmorStand
BiblioCraft:Typesetting Machine,237,true,null,jds.bibliocraft.blocks.BlockTypeMachine
BiblioCraft:Printing Press,238,true,null,jds.bibliocraft.blocks.BlockPrintPress
BiblioCraft:BiblioLantern,239,true,null,jds.bibliocraft.blocks.BlockLantern
BiblioCraft:BiblioIronLantern,240,true,null,jds.bibliocraft.blocks.BlockIronLantern
BiblioCraft:BiblioLamp,241,true,null,jds.bibliocraft.blocks.BlockLamp
BiblioCraft:BiblioIronLamp,242,true,null,jds.bibliocraft.blocks.BlockIronLamp
BiblioCraft:BiblioStuffs,243,true,null,jds.bibliocraft.blocks.BlockStuff
BiblioCraft:BiblioMapFrames,244,true,null,jds.bibliocraft.blocks.BlockMapFrame
BiblioCraft:BiblioSeats,245,true,null,jds.bibliocraft.blocks.BlockSeat
Natura:N Crops,246,true,null,mods.natura.blocks.crops.CropBlock
Natura:BerryBush,247,true,null,mods.natura.blocks.crops.BerryBush
Natura:NetherBerryBush,248,true,null,mods.natura.blocks.crops.NetherBerryBush
Natura:Cloud,249,true,null,mods.natura.blocks.CloudBlock
Natura:tree,250,true,null,mods.natura.blocks.trees.TreeBlock
Natura:redwood,251,true,null,mods.natura.blocks.trees.SimpleLog
Natura:planks,252,true,null,mods.natura.blocks.trees.Planks
Natura:floraleaves,253,true,null,mods.natura.blocks.trees.NLeaves
Natura:floraleavesnocolor,254,true,null,mods.natura.blocks.trees.NLeavesNocolor
Natura:florasapling,255,true,null,mods.natura.blocks.trees.NSaplingBlock
Natura:Saguaro,409,true,null,mods.natura.blocks.trees.SaguaroBlock
Natura:willow,410,true,null,mods.natura.blocks.trees.WillowBlock
Natura:door.redwood,411,true,null,mods.natura.blocks.trees.NDoor
Natura:door.eucalyptus,412,true,null,mods.natura.blocks.trees.NDoor
Natura:door.hopseed,413,true,null,mods.natura.blocks.trees.NDoor
Natura:door.sakura,414,true,null,mods.natura.blocks.trees.NDoor
Natura:door.ghostwood,415,true,null,mods.natura.blocks.trees.NDoor
Natura:door.bloodwood,416,true,null,mods.natura.blocks.trees.NDoor
Natura:door.redwoodbark,423,true,null,mods.natura.blocks.trees.NDoor
Natura:bloodwood,424,true,null,mods.natura.blocks.trees.LogTwoxTwo
Natura:soil.tainted,425,true,null,mods.natura.blocks.nether.TaintedSoil
Natura:heatsand,426,true,null,mods.natura.blocks.nether.HeatSand
Natura:Dark Tree,427,true,null,mods.natura.blocks.trees.DarkTreeBlock
Natura:Dark Leaves,428,true,null,mods.natura.blocks.trees.NLeavesDark
Natura:Thornvines,429,true,null,mods.natura.blocks.crops.ThornVines
Natura:Glowshroom,430,true,null,mods.natura.blocks.crops.Glowshroom
Natura:blueGlowshroom,431,true,null,mods.natura.blocks.crops.LargeGlowshroom
Natura:purpleGlowshroom,432,true,null,mods.natura.blocks.crops.LargeGlowshroom
Natura:greenGlowshroom,433,true,null,mods.natura.blocks.crops.LargeGlowshroom
Natura:Blazerail,434,true,null,mods.natura.blocks.tech.BlazeRail
Natura:BrailPowered,435,true,null,mods.natura.blocks.tech.BlazeRailPowered
Natura:BrailDetector,436,true,null,mods.natura.blocks.tech.BlazeRailDetector
Natura:BrailActivator,437,true,null,mods.natura.blocks.tech.BlazeRailPowered
Natura:NetherFurnace,438,true,null,mods.natura.blocks.tech.NetherrackFurnaceBlock
Natura:Obelisk,439,true,null,mods.natura.blocks.tech.RespawnObelisk
Natura:NetherGlass,440,true,null,mods.natura.blocks.nether.NetherGlass
Natura:NetherHopper,441,true,null,mods.natura.blocks.tech.BlazeHopper
Natura:NetherPressurePlate,442,true,null,mods.natura.blocks.overrides.AlternatePressurePlate
Natura:NetherButton,443,true,null,mods.natura.blocks.overrides.NetherrackButton
Natura:NetherLever,444,true,null,mods.natura.blocks.overrides.NetherLever
Natura:Rare Tree,445,true,null,mods.natura.blocks.trees.OverworldTreeBlock
Natura:Rare Leaves,446,true,null,mods.natura.blocks.trees.OverworldLeaves
Natura:Rare Sapling,447,true,null,mods.natura.blocks.trees.OverworldSapling
Natura:Bluebells,448,true,null,mods.natura.blocks.crops.FlowerBlock
Natura:Natura.workbench,449,true,null,mods.natura.blocks.overrides.AlternateWorkbench
Natura:Natura.bookshelf,450,true,null,mods.natura.blocks.overrides.AlternateBookshelf
Natura:Natura.fence,451,true,null,mods.natura.blocks.overrides.AlternateFence
Natura:GrassBlock,452,true,null,mods.natura.blocks.GrassBlock
Natura:GrassSlab,453,true,null,mods.natura.blocks.GrassSlab
Natura:plankSlab1,454,true,null,mods.natura.blocks.NSlabBase
Natura:plankSlab2,455,true,null,mods.natura.blocks.NSlabBase
Natura:stair.eucalyptus,456,true,null,mods.natura.blocks.NStairs
Natura:stair.sakura,457,true,null,mods.natura.blocks.NStairs
Natura:stair.ghostwood,458,true,null,mods.natura.blocks.NStairs
Natura:stair.redwood,459,true,null,mods.natura.blocks.NStairs
Natura:stair.bloodwood,460,true,null,mods.natura.blocks.NStairs
Natura:stair.hopseed,461,true,null,mods.natura.blocks.NStairs
Natura:stair.maple,462,true,null,mods.natura.blocks.NStairs
Natura:stair.silverbell,463,true,null,mods.natura.blocks.NStairs
Natura:stair.amaranth,464,true,null,mods.natura.blocks.NStairs
Natura:stair.tiger,465,true,null,mods.natura.blocks.NStairs
Natura:stair.willow,466,true,null,mods.natura.blocks.NStairs
Natura:stair.darkwood,467,true,null,mods.natura.blocks.NStairs
Natura:stair.fusewood,468,true,null,mods.natura.blocks.NStairs
Natura:pressureplate.eucalyptus,469,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.eucalyptus,470,true,null,mods.natura.blocks.NTrapdoor
Natura:button.eucalyptus,471,true,null,mods.natura.blocks.NButton
Natura:fenceGate.eucalyptus,472,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.sakura,473,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.sakura,474,true,null,mods.natura.blocks.NTrapdoor
Natura:button.sakura,475,true,null,mods.natura.blocks.NButton
Natura:fenceGate.sakura,476,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.ghostwood,477,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.ghostwood,478,true,null,mods.natura.blocks.NTrapdoor
Natura:button.ghostwood,479,true,null,mods.natura.blocks.NButton
Natura:fenceGate.ghostwood,480,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.redwood,481,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.redwood,482,true,null,mods.natura.blocks.NTrapdoor
Natura:button.redwood,483,true,null,mods.natura.blocks.NButton
Natura:fenceGate.redwood,484,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.bloodwood,485,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.bloodwood,486,true,null,mods.natura.blocks.NTrapdoor
Natura:button.bloodwood,487,true,null,mods.natura.blocks.NButton
Natura:fenceGate.bloodwood,488,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.hopseed,489,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.hopseed,490,true,null,mods.natura.blocks.NTrapdoor
Natura:button.hopseed,491,true,null,mods.natura.blocks.NButton
Natura:fenceGate.hopseed,492,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.maple,493,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.maple,494,true,null,mods.natura.blocks.NTrapdoor
Natura:button.maple,495,true,null,mods.natura.blocks.NButton
Natura:fenceGate.maple,496,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.amaranth,497,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.amaranth,498,true,null,mods.natura.blocks.NTrapdoor
Natura:button.amaranth,499,true,null,mods.natura.blocks.NButton
Natura:fenceGate.amaranth,500,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.silverbell,501,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.silverbell,502,true,null,mods.natura.blocks.NTrapdoor
Natura:button.silverbell,503,true,null,mods.natura.blocks.NButton
Natura:fenceGate.silverbell,504,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.tiger,505,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.tiger,506,true,null,mods.natura.blocks.NTrapdoor
Natura:button.tiger,507,true,null,mods.natura.blocks.NButton
Natura:fenceGate.tiger,508,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.willow,509,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.willow,510,true,null,mods.natura.blocks.NTrapdoor
Natura:button.willow,511,true,null,mods.natura.blocks.NButton
Natura:fenceGate.willow,512,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.darkwood,513,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.darkwood,514,true,null,mods.natura.blocks.NTrapdoor
Natura:button.darkwood,515,true,null,mods.natura.blocks.NButton
Natura:fenceGate.darkwood,516,true,null,mods.natura.blocks.NFenceGate
Natura:pressureplate.fusewood,517,true,null,mods.natura.blocks.NPressurePlate
Natura:trapdoor.fusewood,518,true,null,mods.natura.blocks.NTrapdoor
Natura:button.fusewood,519,true,null,mods.natura.blocks.NButton
Natura:fenceGate.fusewood,520,true,null,mods.natura.blocks.NFenceGate
BiomesOPlenty:mud,521,true,null,biomesoplenty.common.blocks.BlockMud
BiomesOPlenty:driedDirt,522,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:rocks,523,true,null,biomesoplenty.common.blocks.BlockBOPRocks
BiomesOPlenty:ash,524,true,null,biomesoplenty.common.blocks.BlockAsh
BiomesOPlenty:flesh,525,true,null,biomesoplenty.common.blocks.BlockFlesh
BiomesOPlenty:plants,526,true,null,biomesoplenty.common.blocks.BlockBOPPlant
BiomesOPlenty:flowers,527,true,null,biomesoplenty.common.blocks.BlockBOPFlower
BiomesOPlenty:flowers2,528,true,null,biomesoplenty.common.blocks.BlockBOPFlower2
BiomesOPlenty:stoneFormations,529,true,null,biomesoplenty.common.blocks.BlockStoneFormations
BiomesOPlenty:mushrooms,530,true,null,biomesoplenty.common.blocks.BlockBOPMushroom
BiomesOPlenty:willow,531,true,null,biomesoplenty.common.blocks.BlockWillow
