Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.malisis.doors.door.block.Door
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,net.minecraft.block.BlockIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.malisis.doors.trapdoor.block.TrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,net.minecraft.block.BlockPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.malisis.doors.door.block.FenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,chylex.hee.block.BlockDragonEggCustom
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,net.minecraft.block.BlockOre
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
Pistronics2:Mechanic Piston,165,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Mechanic Rotator,166,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Creative Machine,167,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Rod Folder,168,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Rod Block,169,true,null,letiu.modbase.blocks.TileBlock
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
Pistronics2:Extension Block,176,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Block of Camou,177,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Partblock,178,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Rod Part Block,179,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Extension Part Block,180,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Motion Block,181,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Slimeblock,182,true,null,letiu.modbase.blocks.BaseBlock
Pistronics2:Gear,183,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:GearPart,184,true,null,letiu.modbase.blocks.BaseBlock
Pistronics2:Sail Part,185,true,null,letiu.modbase.blocks.TileBlock
Pistronics2:Statue,186,true,null,letiu.modbase.blocks.TileBlock
IC2:blockOreCopper,187,true,null,ic2.core.block.BlockMetaData
IC2:blockOreTin,188,true,null,ic2.core.block.BlockMetaData
IC2:blockOreUran,189,true,null,ic2.core.block.BlockMetaData
IC2:blockOreLead,190,true,null,ic2.core.block.BlockMetaData
IC2:blockRubWood,191,true,null,ic2.core.block.BlockRubWood
IC2:blockRubLeaves,192,true,null,ic2.core.block.BlockRubLeaves
IC2:blockRubSapling,193,true,null,ic2.core.block.BlockRubSapling
IC2:blockHarz,194,true,null,ic2.core.block.BlockResin
IC2:blockRubber,195,true,null,ic2.core.block.BlockRubberSheet
IC2:blockFenceIron,196,true,null,ic2.core.block.BlockPoleFence
IC2:blockAlloy,197,true,null,ic2.core.block.BlockMetaData
IC2:blockBasalt,198,true,null,ic2.core.block.BlockMetaData
IC2:blockAlloyGlass,199,true,null,ic2.core.block.BlockTexGlass
IC2:blockDoorAlloy,200,true,null,ic2.core.block.BlockIC2Door
IC2:blockReinforcedFoam,201,true,null,ic2.core.block.BlockReinforcedFoam
IC2:blockFoam,202,true,null,ic2.core.block.BlockFoam
IC2:blockWall,203,true,null,ic2.core.block.BlockWall
IC2:blockScaffold,204,true,null,ic2.core.block.BlockScaffold
IC2:blockIronScaffold,205,true,null,ic2.core.block.BlockScaffold
IC2:blockMetal,206,true,null,ic2.core.block.BlockMetal
IC2:blockCable,207,true,null,ic2.core.block.wiring.BlockCable
IC2:blockKineticGenerator,208,true,null,ic2.core.block.kineticgenerator.block.BlockKineticGenerator
IC2:blockHeatGenerator,209,true,null,ic2.core.block.heatgenerator.block.BlockHeatGenerator
IC2:blockGenerator,210,true,null,ic2.core.block.generator.block.BlockGenerator
IC2:blockReactorChamber,211,true,null,ic2.core.block.reactor.block.BlockReactorChamber
IC2:blockReactorFluidPort,212,true,null,ic2.core.block.reactor.block.BlockReactorFluidPort
IC2:blockReactorAccessHatch,213,true,null,ic2.core.block.reactor.block.BlockReactorAccessHatch
IC2:blockReactorRedstonePort,214,true,null,ic2.core.block.reactor.block.BlockReactorRedstonePort
IC2:blockreactorvessel,215,true,null,ic2.core.block.reactor.block.BlockReactorVessel
IC2:blockElectric,216,true,null,ic2.core.block.wiring.BlockElectric
IC2:blockChargepad,217,true,null,ic2.core.block.wiring.BlockChargepad
IC2:blockMachine,218,true,null,ic2.core.block.machine.BlockMachine
IC2:blockMachine2,219,true,null,ic2.core.block.machine.BlockMachine2
IC2:blockMachine3,220,true,null,ic2.core.block.machine.BlockMachine3
IC2:blockLuminatorDark,221,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockLuminator,222,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockMiningPipe,223,true,null,ic2.core.block.machine.BlockMiningPipe
IC2:blockMiningTip,224,true,null,ic2.core.block.machine.BlockMiningTip
IC2:blockPersonal,225,true,null,ic2.core.block.personal.BlockPersonal
IC2:blockITNT,226,true,null,ic2.core.block.BlockITNT
IC2:blockNuke,227,true,null,ic2.core.block.BlockITNT
IC2:blockDynamite,228,true,null,ic2.core.block.BlockDynamite
IC2:blockDynamiteRemote,229,true,null,ic2.core.block.BlockDynamite
IC2:blockCrop,230,true,null,ic2.core.crop.BlockCrop
IC2:blockBarrel,231,true,null,ic2.core.block.BlockBarrel
IC2:fluidUuMatter,232,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidConstructionFoam,233,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidCoolant,234,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidHotCoolant,235,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidPahoehoeLava,236,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiomass,237,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiogas,238,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidDistilledWater,239,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSuperheatedSteam,240,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSteam,241,true,null,ic2.core.block.BlockIC2Fluid
AdvancedMachines:advancedmachines.block,242,true,null,mods.immibis.am2.BlockAM2
AdvancedMachines:advancedmachines.arrayCable,243,true,null,mods.immibis.am2.arrays.ArrayCableBlock
AdvancedMachines:advancedmachines.arrayDevice,244,true,null,mods.immibis.am2.arrays.ArrayGeneratorBlock
AdvancedMachines:advancedmachines.arrayController,245,true,null,mods.immibis.am2.arrays.ArrayControllerBlock
AdvancedSolarPanel:BlockMolecularTransformer,246,true,null,advsolar.common.blocks.BlockMolecularTransformer
AdvancedSolarPanel:BlockAdvSolarPanel,247,true,null,advsolar.common.blocks.BlockAdvSolarPanel
appliedenergistics2:tile.OreQuartz,248,true,null,appeng.block.solids.OreQuartz
appliedenergistics2:tile.OreQuartzCharged,249,true,null,appeng.block.solids.OreQuartzCharged
appliedenergistics2:tile.BlockMatrixFrame,250,true,null,appeng.block.spatial.BlockMatrixFrame
appliedenergistics2:tile.BlockQuartz,251,true,null,appeng.block.solids.BlockQuartz
appliedenergistics2:tile.BlockQuartzPillar,252,true,null,appeng.block.solids.BlockQuartzPillar
appliedenergistics2:tile.BlockQuartzChiseled,253,true,null,appeng.block.solids.BlockQuartzChiseled
appliedenergistics2:tile.BlockQuartzGlass,254,true,null,appeng.block.solids.BlockQuartzGlass
appliedenergistics2:tile.BlockQuartzLamp,255,true,null,appeng.block.solids.BlockQuartzLamp
appliedenergistics2:tile.BlockQuartzTorch,409,true,null,appeng.block.misc.BlockQuartzTorch
appliedenergistics2:tile.BlockFluix,410,true,null,appeng.block.solids.BlockFluix
appliedenergistics2:tile.BlockSkyStone,411,true,null,appeng.block.solids.BlockSkyStone
appliedenergistics2:tile.BlockSkyChest,412,true,null,appeng.block.storage.BlockSkyChest
appliedenergistics2:tile.BlockSkyCompass,413,true,null,appeng.block.misc.BlockSkyCompass
appliedenergistics2:tile.BlockGrinder,414,true,null,appeng.block.grindstone.BlockGrinder
appliedenergistics2:tile.BlockCrank,415,true,null,appeng.block.grindstone.BlockCrank
appliedenergistics2:tile.BlockInscriber,416,true,null,appeng.block.misc.BlockInscriber
appliedenergistics2:tile.BlockWireless,423,true,null,appeng.block.networking.BlockWireless
appliedenergistics2:tile.BlockCharger,424,true,null,appeng.block.misc.BlockCharger
appliedenergistics2:tile.BlockTinyTNT,425,true,null,appeng.block.misc.BlockTinyTNT
appliedenergistics2:tile.BlockSecurity,426,true,null,appeng.block.misc.BlockSecurity
appliedenergistics2:tile.BlockQuantumRing,427,true,null,appeng.block.qnb.BlockQuantumRing
appliedenergistics2:tile.BlockQuantumLinkChamber,428,true,null,appeng.block.qnb.BlockQuantumLinkChamber
appliedenergistics2:tile.BlockSpatialPylon,429,true,null,appeng.block.spatial.BlockSpatialPylon
appliedenergistics2:tile.BlockSpatialIOPort,430,true,null,appeng.block.spatial.BlockSpatialIOPort
appliedenergistics2:tile.BlockCableBus,431,true,null,appeng.block.networking.BlockCableBus
appliedenergistics2:tile.BlockController,432,true,null,appeng.block.networking.BlockController
appliedenergistics2:tile.BlockDrive,433,true,null,appeng.block.storage.BlockDrive
appliedenergistics2:tile.BlockChest,434,true,null,appeng.block.storage.BlockChest
appliedenergistics2:tile.BlockInterface,435,true,null,appeng.block.misc.BlockInterface
appliedenergistics2:tile.BlockCellWorkbench,436,true,null,appeng.block.misc.BlockCellWorkbench
appliedenergistics2:tile.BlockIOPort,437,true,null,appeng.block.storage.BlockIOPort
appliedenergistics2:tile.BlockCondenser,438,true,null,appeng.block.misc.BlockCondenser
appliedenergistics2:tile.BlockEnergyAcceptor,439,true,null,appeng.block.networking.BlockEnergyAcceptor
appliedenergistics2:tile.BlockVibrationChamber,440,true,null,appeng.block.misc.BlockVibrationChamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,441,true,null,appeng.block.misc.BlockQuartzGrowthAccelerator
appliedenergistics2:tile.BlockEnergyCell,442,true,null,appeng.block.networking.BlockEnergyCell
appliedenergistics2:tile.BlockDenseEnergyCell,443,true,null,appeng.block.networking.BlockDenseEnergyCell
appliedenergistics2:tile.BlockCreativeEnergyCell,444,true,null,appeng.block.networking.BlockCreativeEnergyCell
appliedenergistics2:tile.BlockCraftingUnit,445,true,null,appeng.block.crafting.BlockCraftingUnit
appliedenergistics2:tile.BlockCraftingStorage,446,true,null,appeng.block.crafting.BlockCraftingStorage
appliedenergistics2:tile.BlockCraftingMonitor,447,true,null,appeng.block.crafting.BlockCraftingMonitor
appliedenergistics2:tile.BlockMolecularAssembler,448,true,null,appeng.block.crafting.BlockMolecularAssembler
appliedenergistics2:tile.BlockLightDetector,449,true,null,appeng.block.misc.BlockLightDetector
appliedenergistics2:tile.BlockPaint,450,true,null,appeng.block.misc.BlockPaint
appliedenergistics2:tile.SkyStoneStairBlock,451,true,null,appeng.block.stair.SkyStoneStairBlock
appliedenergistics2:tile.SkyStoneBlockStairBlock,452,true,null,appeng.block.stair.SkyStoneBlockStairBlock
appliedenergistics2:tile.SkyStoneBrickStairBlock,453,true,null,appeng.block.stair.SkyStoneBrickStairBlock
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock,454,true,null,appeng.block.stair.SkyStoneSmallBrickStairBlock
appliedenergistics2:tile.FluixStairBlock,455,true,null,appeng.block.stair.FluixStairBlock
appliedenergistics2:tile.QuartzStairBlock,456,true,null,appeng.block.stair.QuartzStairBlock
appliedenergistics2:tile.ChiseledQuartzStairBlock,457,true,null,appeng.block.stair.ChiseledQuartzStairBlock
appliedenergistics2:tile.QuartzPillarStairBlock,458,true,null,appeng.block.stair.QuartzPillarStairBlock
ae2stuff:Encoder,459,true,null,net.bdew.ae2stuff.machines.encoder.BlockEncoder$
ae2stuff:Grower,460,true,null,net.bdew.ae2stuff.machines.grower.BlockGrower$
ae2stuff:Inscriber,461,true,null,net.bdew.ae2stuff.machines.inscriber.BlockInscriber$
AncientWarfare:engineering_station,462,true,null,net.shadowmage.ancientwarfare.core.block.BlockEngineeringStation
AncientWarfare:research_station,463,true,null,net.shadowmage.ancientwarfare.core.block.BlockResearchStation
BuildCraft|Core:eternalSpring,464,true,null,buildcraft.core.BlockSpring
BuildCraft|Core:buildToolBlock,465,true,null,buildcraft.core.BlockBuildTool
BuildCraft|Core:engineBlock,466,true,null,buildcraft.core.BlockEngine
AncientWarfareAutomation:civic_quarry,467,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_forestry,468,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_crop_farm,469,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_mushroom_farm,470,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_animal_farm,471,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_fish_farm,472,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_reed_farm,473,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:civic_warehouse,474,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWorksiteBase
AncientWarfareAutomation:warehouse_storage,475,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWarehouseStorage
AncientWarfareAutomation:warehouse_interface,476,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWarehouseInterface
AncientWarfareAutomation:warehouse_crafting_station,477,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWarehouseCraftingStation
AncientWarfareAutomation:warehouse_stock_viewer,478,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWarehouseStockViewer
AncientWarfareAutomation:civic_auto_crafting,479,true,null,net.shadowmage.ancientwarfare.automation.block.BlockAutoCrafting
AncientWarfareAutomation:mailbox,480,true,null,net.shadowmage.ancientwarfare.automation.block.BlockMailbox
AncientWarfareAutomation:flywheel,481,true,null,net.shadowmage.ancientwarfare.automation.block.BlockFlywheel
AncientWarfareAutomation:flywheel_storage,482,true,null,net.shadowmage.ancientwarfare.automation.block.BlockFlywheelStorage
AncientWarfareAutomation:torque_conduit,483,true,null,net.shadowmage.ancientwarfare.automation.block.BlockTorqueTransportConduit
AncientWarfareAutomation:torque_shaft,484,true,null,net.shadowmage.ancientwarfare.automation.block.BlockTorqueTransportShaft
AncientWarfareAutomation:torque_distributor,485,true,null,net.shadowmage.ancientwarfare.automation.block.BlockTorqueDistributor
AncientWarfareAutomation:torque_generator_sterling,486,true,null,net.shadowmage.ancientwarfare.automation.block.BlockTorqueGeneratorSterling
AncientWarfareAutomation:torque_generator_waterwheel,487,true,null,net.shadowmage.ancientwarfare.automation.block.BlockTorqueGeneratorWaterwheel
AncientWarfareAutomation:hand_cranked_engine,488,true,null,net.shadowmage.ancientwarfare.automation.block.BlockHandCrankedEngine
AncientWarfareAutomation:windmill_blade,489,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWindmillBlade
AncientWarfareAutomation:windmill_control,490,true,null,net.shadowmage.ancientwarfare.automation.block.BlockWindmillControll
AncientWarfareAutomation:chunk_loader_simple,491,true,null,net.shadowmage.ancientwarfare.automation.block.BlockChunkLoaderSimple
AncientWarfareAutomation:chunk_loader_deluxe,492,true,null,net.shadowmage.ancientwarfare.automation.block.BlockChunkLoaderDeluxe
AncientWarfareNpc:town_hall,493,true,null,net.shadowmage.ancientwarfare.npc.block.BlockTownHall
AncientWarfareStructure:advanced_spawner,494,true,null,net.shadowmage.ancientwarfare.structure.block.BlockAdvancedSpawner
AncientWarfareStructure:gate_proxy,495,true,null,net.shadowmage.ancientwarfare.structure.block.BlockGateProxy
AncientWarfareStructure:drafting_station,496,true,null,net.shadowmage.ancientwarfare.structure.block.BlockDraftingStation
AncientWarfareStructure:structure_builder_ticked,497,true,null,net.shadowmage.ancientwarfare.structure.block.BlockStructureBuilder
AncientWarfareStructure:sound_block,498,true,null,net.shadowmage.ancientwarfare.structure.block.BlockSoundBlock
ArchimedesShips:marker,499,true,null,ckathode.archimedes.blockitem.BlockHelm
ArchimedesShips:floater,500,true,null,ckathode.archimedes.blockitem.BlockAS
ArchimedesShips:balloon,501,true,null,net.minecraft.block.BlockColored
ArchimedesShips:gauge,502,true,null,ckathode.archimedes.blockitem.BlockGauge
ArchimedesShips:seat,503,true,null,ckathode.archimedes.blockitem.BlockSeat
ArchimedesShips:buffer,504,true,null,ckathode.archimedes.blockitem.BlockAS
ArchimedesShips:engine,505,true,null,ckathode.archimedes.blockitem.BlockEngine
ArchimedesShips:crate_wood,506,true,null,ckathode.archimedes.blockitem.BlockCrate
Aroma1997sDimension:aromicPortal,507,true,null,aroma1997.world.MiningPortal
Aroma1997sDimension:portalFrame,508,true,null,aroma1997.core.block.AromicBlock
Aroma1997sDimension:stickyOre,509,true,null,aroma1997.world.StickyOre
